log,n_traces,n_variants,ratio_variants_per_number_of_traces,n_events,trace_len_min,trace_len_max,trace_len_mean,trace_len_median,trace_len_mode,trace_len_std,trace_len_variance,trace_len_q1,trace_len_q3,trace_len_iqr,trace_len_geometric_mean,trace_len_geometric_std,trace_len_harmonic_mean,trace_len_skewness,trace_len_kurtosis,trace_len_coefficient_variation,trace_len_entropy,trace_len_hist1,trace_len_hist2,trace_len_hist3,trace_len_hist4,trace_len_hist5,trace_len_hist6,trace_len_hist7,trace_len_hist8,trace_len_hist9,trace_len_hist10,trace_len_skewness_hist,trace_len_kurtosis_hist,ratio_most_common_variant,ratio_top_1_variants,ratio_top_5_variants,ratio_top_10_variants,ratio_top_20_variants,ratio_top_50_variants,ratio_top_75_variants,mean_variant_occurrence,std_variant_occurrence,skewness_variant_occurrence,kurtosis_variant_occurrence,coverage_variants,rel_coverage_variants,heterogeneity_rate_variants,similarity_rate_variants,n_unique_activities,activities_min,activities_max,activities_mean,activities_median,activities_std,activities_variance,activities_q1,activities_q3,activities_iqr,activities_skewness,activities_kurtosis,n_unique_start_activities,start_activities_min,start_activities_max,start_activities_mean,start_activities_median,start_activities_std,start_activities_variance,start_activities_q1,start_activities_q3,start_activities_iqr,start_activities_skewness,start_activities_kurtosis,rel_unique_start_activities,n_unique_end_activities,end_activities_min,end_activities_max,end_activities_mean,end_activities_median,end_activities_std,end_activities_variance,end_activities_q1,end_activities_q3,end_activities_iqr,end_activities_skewness,end_activities_kurtosis,rel_unique_end_activities,eventropy_trace,eventropy_prefix,eventropy_prefix_flattened,eventropy_global_block,eventropy_global_block_flattened,eventropy_lempel_ziv,eventropy_lempel_ziv_flattened,eventropy_k_block_diff_1,eventropy_k_block_diff_3,eventropy_k_block_diff_5,eventropy_k_block_ratio_1,eventropy_k_block_ratio_3,eventropy_k_block_ratio_5,eventropy_knn_3,eventropy_knn_5,eventropy_knn_7,epa_variant_entropy,epa_normalized_variant_entropy,epa_sequence_entropy,epa_normalized_sequence_entropy,epa_sequence_entropy_linear_forgetting,epa_normalized_sequence_entropy_linear_forgetting,epa_sequence_entropy_exponential_forgetting,epa_normalized_sequence_entropy_exponential_forgetting,simple_trace_diversity,advanced_trace_diversity,distinct_activities_min,distinct_activities_max,distinct_activities_mean,distinct_activities_std,event_density,distinct_activities_non_overlap,complexity_factor,n_traces_with_loop,avg_traces_with_loop,avg_loops_per_trace,max_loops_per_trace,avg_loop_size_per_trace,max_loop_size_per_trace,n_traces_with_repetition,avg_traces_with_repetition,number_of_successions,number_of_ties,structure,average_affinity,lempel_ziv_complexity,deviation_from_random,n_nodes_dfg,n_edges_dfg,coeff_of_connectivity_dfg,avg_node_degree_dfg,max_node_degree_dfg,density_dfg,structure_dfg,cyclomatic_number_dfg,n_cut_vertices_dfg,separability_ratio_dfg,sequentiality_ratio_dfg,cyclicity_dfg,average_edit_distance
pdc2021_1201101.xes,1000,459,0.459,19693,1,150,19.693,4.0,3,25.15258934980651,632.652751,3.0,32.0,29.0,8.50959531881142,3.748827002196974,4.444209806127414,1.7311867281584317,2.9597004668815483,1.2772350251260098,6.23689216613369,0.0428187919463087,0.006979865771812,0.0065100671140939,0.0051006711409395,0.0027516778523489,0.0013422818791946,0.0009395973154362,0.0004697986577181,6.711409395973159e-05,0.0001342281879194,2.468934166460744,4.481440216747648,0.172,0.446,0.544,0.586,0.632,0.77,0.885,2.178649237472767,11.644268954409725,12.97342207664862,174.469618362296,800,1.7429193899782136,0.8872708951790871,0.2243143737648174,48,40,1307,410.2708333333333,329.5,284.0106907893414,80662.07248263889,205.0,676.25,471.25,0.9037539457360592,0.3925173980341401,5,1,967,200.0,9.0,383.5351352874988,147099.2,6.0,17.0,11.0,1.4993139927525347,0.2490821202615349,0.0108932461873638,10,1,504,100.0,4.0,181.31850429561788,32876.4,1.25,45.25,44.0,1.5186938810195858,0.4206537870913656,0.0217864923747276,6.528,12.289,12.78,17.488,17.538,2.197,2.404,5.249,1.206,0.962,5.249,2.637,1.997,4.851,4.371,4.061,77205.92556760076,0.6064960176299704,107408.08209646396,0.551589270433674,53393.62785210376,0.274200522510946,67985.58052164744,0.3491368249762265,0.7627580752580753,2.1120708473917764,0,37,11.387612387612387,10.632993268490235,0.5782568622156292,0.7002141854837626,132.5921328298573,210,0.21,0.3,7,1.8333333333333333,5,437,0.437,251,144,0.9993165022000086,0.1220935067087011,3717,0.8871659537953563,50,266,5.32,10.64,22,0.1085714285714285,0.8936,217,0,0.0,0.0,0.96,31.839259259259254
pdc2025_02001100.xes,1000,1000,1.0,39110,14,184,39.11,34.5,15,20.31718238339165,412.7879,24.0,49.0,25.0,34.70969246153937,1.6241534875064372,30.985722992545632,1.5595236335981677,4.30312825550199,0.5194881713984058,6.787537131407197,0.0235294117647058,0.0194117647058823,0.0091764705882352,0.004235294117647,0.0017647058823529,0.0003529411764705,0.000235294117647,0.0,5.882352941176471e-05,5.882352941176471e-05,1.2191765193004924,-0.1350942808932305,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1.0,0.0,,,800,0.8,1.0,0.247101754342,32,332,3590,1222.1875,1180.0,738.8644343475669,545920.65234375,502.25,1475.0,972.75,1.140916571323006,1.3801397546355716,3,240,497,333.3333333333333,263.0,116.11010100570732,13481.555555555557,251.5,380.0,128.5,0.6863540584424829,-1.4999999999999996,0.003,3,254,486,333.3333333333333,260.0,107.97942190785962,11659.555555555557,257.0,373.0,116.0,0.7054696871398265,-1.4999999999999991,0.003,9.966,14.439,14.439,18.525,18.525,2.904,2.904,4.754,1.97,1.279,4.754,3.055,2.415,5.882,5.348,5.013,223257.11752184923,0.6471749929739469,259452.32854369996,0.627371764600856,128970.11746840746,0.3118577144059291,164292.54656320732,0.3972695308871241,0.3370067432567433,0.9727493793972956,0,31,21.21578421578421,4.087869852314424,0.54246443916605,0.3663043624952131,259.3611039620397,207,0.207,0.236,3,1.140096618357488,1,971,0.971,555,56,0.999944,0.1981971320004442,8133,0.8926269602895134,34,561,16.5,33.0,60,0.5,0.5147058823529411,528,0,0.0,0.0,0.8823529411764706,49.81099299299299
pdc2022_0101012.xes,1000,234,0.234,4484,1,25,4.484,2.0,2,3.4709860270534074,12.047743999999998,2.0,6.0,4.0,3.348300997370586,2.166101084017676,2.547330084248338,1.2771502497573604,1.8642516774339943,0.7740825216443816,6.637240199877341,0.2220833333333333,0.03625,0.10375,0.0308333333333333,0.0104166666666666,0.0095833333333333,0.0020833333333333,0.00125,0.0,0.0004166666666666,1.901145448918512,2.323754102992853,0.418,0.478,0.604,0.675,0.763,0.883,0.941,4.273504273504273,27.645226147487165,14.38444860352858,211.4856564701404,800,3.418803418803418,0.7897386191367144,0.4208372777647702,11,110,1046,407.6363636363636,238.0,294.8812619982592,86954.95867768597,164.0,637.0,473.0,0.770361730810872,-0.5307383752117887,4,7,928,250.0,32.5,391.9049629693403,153589.5,9.25,273.25,264.0,1.1466462939895334,-0.6731422646299938,0.017094017094017,8,1,584,125.0,57.0,184.8438530219493,34167.25,3.75,131.5,127.75,1.7730237615843385,1.8484951921238608,0.0341880341880341,4.97,6.166,7.335,8.241,8.756,0.855,1.77,3.095,0.938,0.552,3.095,1.793,1.33,3.5,3.12,2.892,3094.7144926026417,0.7970790155047998,14810.572167691622,0.3928253835966291,7453.940328947049,0.19770316338031,9387.76880655299,0.2489946938441218,0.652075197529743,1.327946872046446,0,9,3.827172827172827,2.369279935273417,0.853517579654957,0.5550173309517031,43.50168028432224,0,0.0,0.0,0,0.0,0,234,0.234,52,22,0.9995982175469356,0.2228848120486524,850,0.7550237045299302,13,64,4.923076923076923,9.846153846153848,16,0.4102564102564102,0.6213017751479291,52,0,0.0,0.0,0.5384615384615384,6.282224224224224
pdc2023_12000010.xes,1000,1000,1.0,44539,19,206,44.539,36.0,20,27.271055700137463,743.7104790000001,25.0,56.0,31.0,38.2245703249811,1.705294498513833,33.65433803155022,1.6135147341620697,2.9224186268689243,0.6122960933145661,6.747776582116934,0.0281818181818181,0.0120855614973262,0.0063101604278074,0.0032085561497326,0.0020855614973262,0.0010160427807486,0.0003208556149732,0.0002139037433155,0.0,5.347593582887696e-05,1.9263176662145216,2.5024792361165646,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1.0,0.0,,,800,0.8,1.0,0.2860667197354054,37,172,3995,1203.7567567567569,1000.0,913.8129622750564,835054.1300219138,560.0,1136.0,576.0,1.4339331496200531,1.380906368663026,5,1,994,200.0,1.0,397.0007556667872,157609.6,1.0,3.0,2.0,1.4999857338279523,0.2499809465159526,0.005,8,1,992,125.0,1.0,327.6953615784026,107384.25,1.0,1.25,0.25,2.2677823148536,3.1428457366995204,0.008,9.966,14.686,14.686,18.51,18.51,2.521,2.521,4.848,1.577,0.818,4.848,2.854,2.112,5.794,5.259,4.922,261489.5583471535,0.6338410820950272,293355.7659664819,0.6153230412014721,144981.51099930788,0.3041033264581265,185367.72793265528,0.3888146998452413,0.3003483003483003,0.9562848283520056,0,31,25.887112887112888,3.888588771470975,0.5812234869914656,0.314020326091907,316.34176968910845,10,0.01,0.01,1,1.0,1,769,0.769,746,153,0.999847,0.1716801958938455,7875,0.8667563277336879,39,759,19.46153846153846,38.92307692307692,59,0.5121457489878543,0.5009861932938856,721,0,0.0,0.0,0.9487179487179488,58.49944744744744
pdc2023_00100000.xes,1000,996,0.996,17928,16,20,17.928,18.0,16,1.6330388850238686,2.666816,16.0,20.0,4.0,17.85361577776687,1.095580052744599,17.779533781114182,0.066223779981809,-1.4971563326116653,0.0910887374511305,6.903606449790048,0.8800000000000032,0.0,0.0,0.0,0.0,0.830000000000003,0.0,0.0,0.0,0.7900000000000028,0.8819948827118237,-1.2087982076763597,0.002,0.013,0.053,0.103,0.203,0.502,0.751,1.0040160642570282,0.0632450431647534,15.684515684523529,244.00403225806463,800,0.8032128514056225,0.9994197794745664,0.3654730844082179,28,303,1000,640.2857142857143,589.5,287.69091265538754,82766.06122448981,344.5,1000.0,655.5,0.244830820040014,-1.6504233098437235,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.001004016064257,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.001004016064257,9.958,12.181,12.183,14.717,14.721,2.621,2.629,4.661,2.033,1.085,4.661,3.097,2.393,5.458,4.955,4.644,83758.33359950506,0.7319749967083858,113479.11904352096,0.6462770515502617,57006.22459635336,0.3246572150248529,72110.80875202546,0.4106796145226564,0.3603539317825033,0.6670392088829171,0,20,17.91008991008991,1.7276930192425253,0.9990009990009988,0.3674004001732813,420.5003351787811,0,0.0,0.0,0,0.0,0,0,0.0,364,48,0.9999516136836504,0.1189111531415922,4007,0.8958425307592259,30,366,12.2,24.4,37,0.4206896551724138,0.5933333333333333,337,2,0.0666666666666666,0.0,0.8666666666666667,18.81736936936937
pdc2024_11101111.xes,1000,934,0.934,12860,9,24,12.86,12.0,11,2.028398382961296,4.114399999999999,11.0,14.0,3.0,12.708809652974624,1.1644187389007696,12.56596411265085,0.8009919134095221,0.6117797754586349,0.1577292677263838,6.895687393154255,0.0426666666666666,0.1613333333333333,0.244,0.0553333333333333,0.1346666666666666,0.0226666666666666,0.004,0.0,0.0013333333333333,0.0006666666666666,1.0633932280342766,-0.2093557811206481,0.004,0.027,0.101,0.159,0.252,0.533,0.766,1.0706638115631693,0.2950994976779824,4.767376997351845,26.25237145365686,800,0.8565310492505354,0.9901156254100312,0.4735808112392229,21,10,1319,612.3809523809524,515.0,365.175297264788,133352.9977324263,336.0,988.0,652.0,0.3928731416598213,-0.6284963326604069,6,1,983,166.66666666666666,2.5,365.0893345774733,133290.22222222228,1.0,8.5,7.5,1.788547227061506,1.1994475495739776,0.006423982869379,8,1,660,125.0,3.0,228.4627978468267,52195.25,1.75,84.0,82.25,1.5750025797210474,0.8980045737619089,0.0085653104925053,9.827,10.637,10.702,12.586,12.657,1.959,2.067,4.102,1.784,1.227,4.102,2.616,2.136,4.982,4.51,4.215,44013.51410598996,0.7654847349450848,73764.99078447143,0.6062224646499416,37100.8378664371,0.3049056352177315,46860.921156888806,0.3851168802081113,0.4243851386708529,0.5802630250158718,0,18,12.087912087912088,1.284761893558723,0.939962059713226,0.3943711771579593,202.68105373005395,147,0.147,0.197,2,1.3401360544217686,1,339,0.339,215,57,0.9999346597031488,0.1749782774496037,2526,0.8514277910631356,23,229,9.956521739130435,19.91304347826087,35,0.4525691699604743,0.5671077504725898,207,0,0.0,0.0,0.9130434782608696,13.97303103103103
pdc2022_1110104.xes,1000,257,0.257,6267,2,22,6.267,6.0,6,3.3159781362367275,10.995711000000002,4.0,8.0,4.0,5.488098491343152,1.694491663412336,4.749132014089931,1.4896355281516265,3.542116351094667,0.5291173027344387,6.780568423222315,0.081,0.1455,0.1435,0.066,0.03,0.0145,0.0075,0.0065,0.002,0.0035,0.8361169207474494,-0.8554580465261115,0.123,0.173,0.502,0.663,0.765,0.871,0.935,3.891050583657588,10.419778673859982,7.134175271835521,67.94372616770211,800,3.11284046692607,0.8033110411104316,0.3747165709286086,16,104,1058,391.6875,256.0,290.8871599843314,84615.33984375,213.75,411.0,197.25,1.20323241188057,-0.2140171614343242,9,1,979,111.11111111111111,3.0,306.84757144022734,94155.43209876542,2.0,4.0,2.0,2.474795610704157,4.124778920019615,0.0350194552529182,14,1,213,71.42857142857143,10.0,84.88118947405611,7204.816326530614,1.25,139.75,138.5,0.6600954215619965,-1.2681686091621245,0.0544747081712062,6.298,6.45,7.888,8.602,9.417,0.753,1.806,3.66,0.867,0.499,3.66,1.858,1.332,3.625,3.256,2.991,4712.80025242314,0.7727481615930691,20031.778983560373,0.3655920234006837,10003.219738130758,0.182564781070427,12657.21033350457,0.2310017068494795,0.6622752247752248,1.1276089736306352,0,10,5.403596403596404,2.0240677366986284,0.8622301585441844,0.6329602428610368,69.13871077640034,69,0.069,0.069,1,1.0,1,275,0.275,134,18,0.9997274750563976,0.1951101241694911,1124,0.7497420320856865,18,157,8.722222222222221,17.444444444444443,30,0.5130718954248366,0.5154320987654322,140,0,0.0,0.0,0.8888888888888888,7.98836036036036
pdc_2020_1011011.xes,1000,411,0.411,8110,5,13,8.11,6.0,6,2.885116982030365,8.323900000000002,6.0,12.0,6.0,7.646467287958006,1.3990042593885736,7.25789114395893,0.6094325563523965,-1.542650990396254,0.3557480865635469,6.847410562617055,0.06,0.6837500000000001,0.0674999999999999,0.0,0.0,0.0,0.0,0.04,0.3612500000000004,0.0374999999999999,1.84731313256252,1.9575539481141648,0.144,0.528,0.584,0.626,0.671,0.794,0.897,2.4330900243309004,12.899471874331308,10.059575928556,100.05000412047497,800,1.9464720194647205,0.8712806072920231,0.3450507400142732,14,313,1012,579.2857142857143,672.0,201.36584636336087,40548.204081632655,353.5,681.25,327.75,0.1236929283949463,-0.6330069271918131,10,1,490,100.0,2.5,194.26425301634885,37738.6,1.25,7.75,6.5,1.4995420694540595,0.249528997289016,0.024330900243309,5,1,501,200.0,5.0,241.70726095837503,58422.4,2.0,491.0,489.0,0.4086815990419899,-1.832143340659224,0.0121654501216545,6.09,8.413,10.048,10.388,11.511,1.446,2.451,3.718,1.395,0.817,3.718,2.343,1.779,4.319,3.939,3.672,15039.524783824054,0.7559177408143585,34665.60154171208,0.4748912968609288,17217.730049445632,0.2358692706469848,21873.12457361691,0.2996444900189253,0.4456971599828743,0.9603267516020044,0,12,7.76023976023976,2.541652522457118,0.9568729667373318,0.5349618092419661,140.04979962411588,52,0.052,0.053,2,1.0192307692307692,1,273,0.273,170,14,0.999917121021069,0.1755257160828222,1617,0.8338629288974578,16,185,11.5625,23.125,30,0.7708333333333334,0.27734375,170,0,0.0,0.0,0.875,9.555651651651653
pdc2024_10010111.xes,1000,799,0.799,12610,10,18,12.61,13.0,14,1.3007305639524276,1.6919000000000002,12.0,14.0,2.0,12.543554854496154,1.108246794317347,12.477664773422488,0.323915137537924,0.1932888698242951,0.1031507187908348,6.902466731859179,0.0299999999999999,0.2637500000000003,0.3024999999999997,0.2962500000000004,0.0,0.3137499999999997,0.0262499999999999,0.00625,0.0087499999999999,0.0024999999999999,0.4168204111132584,-1.783218715335909,0.008,0.039,0.146,0.237,0.36,0.6,0.8,1.2515644555694618,0.713218256138529,3.938030907826533,20.52060010275985,800,1.0012515644555695,0.9675155931046638,0.5026027283579031,16,14,1014,788.125,997.5,299.15545185572,89493.984375,526.0,1000.0,474.0,-1.0945447734383316,0.1891812200804077,8,1,982,125.0,1.0,323.93170576527393,104931.75,1.0,4.25,3.25,2.267336673428312,3.141714322384254,0.0100125156445556,12,1,502,83.33333333333333,2.5,179.99552463572223,32398.388888888887,1.75,5.5,3.75,1.7938187943900066,1.228997118713414,0.0150187734668335,9.483,9.623,9.821,12.144,12.323,1.674,2.017,3.856,1.795,1.23,3.856,2.503,2.084,4.726,4.263,3.972,31838.7437520171,0.7756686874168058,64582.66678578533,0.5424073962414364,30434.58582187797,0.2556095199054984,40186.60331875344,0.3375133291137206,0.2191558441558441,0.5348328077431264,0,15,12.493506493506494,1.261988580388413,0.9907618155040836,0.1850417319105969,211.0610181159972,7,0.007,0.007,1,1.0,1,82,0.082,174,35,0.9999451755244744,0.2171861475562543,2332,0.8392640612103268,18,194,10.77777777777778,21.55555555555556,32,0.6339869281045751,0.4012345679012346,177,0,0.0,0.0,0.8888888888888888,13.326084084084084
pdc_2020_0111110.xes,1000,734,0.734,18381,4,118,18.381,15.0,5,14.761701765040506,217.907839,9.0,24.0,15.0,14.020782256589088,2.08885304528307,10.869905364826783,2.152765075064691,7.355730460297533,0.8030956838605356,6.644178865937736,0.0487719298245614,0.0214035087719298,0.0090350877192982,0.0050877192982456,0.0018421052631578,0.0008771929824561,0.0001754385964912,0.0001754385964912,0.0001754385964912,0.0001754385964912,1.9459919094804832,2.5040055512227006,0.014,0.092,0.277,0.339,0.412,0.633,0.816,1.3623978201634876,1.6759243168632525,5.536095882641807,31.438227653442866,800,1.0899182561307903,0.9552320199720234,0.2342024839039102,22,363,1966,835.5,683.5,393.3504971858605,154724.61363636365,589.0,1075.5,486.5,1.213247810003352,0.8454035076382875,4,103,510,250.0,193.5,164.73767025182795,27138.5,110.5,333.0,222.5,0.6621927153993643,-1.1706282011668876,0.0054495912806539,4,124,482,250.0,197.0,146.60832172833847,21494.0,124.0,323.0,199.0,0.6739034316504678,-1.1594500213419263,0.0054495912806539,9.048,12.238,12.591,15.449,15.571,2.098,2.283,4.315,1.325,0.86,4.315,2.463,1.873,5.021,4.608,4.321,71523.29250298251,0.6560717279859729,105536.1002262707,0.5847381467887287,53019.762786929794,0.2937637241544572,67154.5305717249,0.3720794654226067,0.5374625374625375,1.2774629913182782,0,22,10.175824175824175,4.250997995893888,0.5536055805355625,0.6326419616490109,122.6729871087953,49,0.049,0.049,1,1.0,1,742,0.742,300,36,0.999933179398466,0.1594792210386006,3474,0.8550872970099054,24,308,12.833333333333334,25.666666666666668,43,0.5579710144927537,0.4652777777777778,285,0,0.0,0.0,0.9166666666666666,25.7127007007007
pdc2022_0200103.xes,1000,398,0.398,6638,2,40,6.638,2.0,2,5.897877245246802,34.784956,2.0,10.0,8.0,4.524348049299234,2.4056023143414755,3.2772606139585587,1.4487993095255751,2.6809911536638023,0.8885021460148843,6.5586851666298704,0.1352631578947368,0.0555263157894736,0.0373684210526315,0.0223684210526315,0.0055263157894736,0.0031578947368421,0.0021052631578947,0.0010526315789473,0.0005263157894736,0.0002631578947368,1.856697429410426,2.3467376770404997,0.461,0.519,0.579,0.621,0.681,0.801,0.9,2.512562814070352,23.165638931407127,19.504776572042605,382.5790495815716,800,2.010050251256281,0.8666276906912294,0.4247991465697388,17,56,1161,390.4705882352941,262.0,323.3548620045892,104558.36678200692,130.0,486.0,356.0,1.1768535896471173,0.2081339501568608,9,1,926,111.11111111111111,3.0,288.54017415043865,83255.43209876545,1.0,10.0,9.0,2.4609332728826785,4.0840573574092,0.0226130653266331,14,1,461,71.42857142857143,28.5,117.4938991034454,13804.81632653061,1.25,96.75,95.5,2.5144306200681155,5.70118355886742,0.0351758793969849,5.37,8.254,9.197,10.998,11.292,1.467,1.929,3.645,1.201,0.818,3.645,2.079,1.625,4.226,3.777,3.527,12559.171808822772,0.726809065435182,28386.002752104927,0.4859106172166216,14199.281990537876,0.2430628199507058,17997.881538518806,0.3080871161518087,0.6960686372451079,1.3310751922544566,0,12,5.166833166833166,3.3618204925478614,0.7783719745153912,0.5509869972861119,58.234448033271065,9,0.009,0.009,1,1.0,1,284,0.284,140,39,0.9997537940961088,0.2715623946565166,1289,0.7811560731223743,19,163,8.578947368421053,17.157894736842106,29,0.4766081871345029,0.5484764542936288,145,0,0.0,0.0,0.8947368421052632,9.613301301301302
pdc2022_1010000.xes,1000,44,0.044,5570,2,9,5.57,6.0,6,1.8907934842282483,3.5750999999999995,5.0,7.0,2.0,5.137615421017506,1.5570209892615965,4.57359402819294,-0.5367950232613683,-0.1957259612875277,0.3394602305616244,6.84217385938075,0.2271428571428571,0.0,0.0,0.0,0.3799999999999999,0.4371428571428575,0.0,0.1457142857142856,0.1871428571428568,0.0514285714285714,0.7197992314291571,-0.8719576111795511,0.159,0.0,0.261,0.447,0.767,0.955,0.986,22.727272727272727,37.50779533302113,1.8789441200070949,2.6249683810848543,800,18.181818181818183,0.5478175588287292,0.4901053726635128,15,159,1000,371.3333333333333,248.0,244.33219645028825,59698.22222222223,221.0,492.0,271.0,1.4698754827842533,0.964327379939907,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.0227272727272727,5,159,227,200.0,201.0,24.14953415699773,583.2,192.0,221.0,29.0,-0.5749499585493286,-0.909116440018742,0.1136363636363636,4.018,4.621,5.671,7.025,8.121,0.181,2.023,3.646,0.46,0.317,3.646,1.552,1.072,2.205,1.684,1.465,476.7685956162272,0.7604986116038672,12226.210562833969,0.2544895785366284,6136.609849310655,0.1277340387823974,7748.87543718755,0.1612934796115266,0.629037629037629,0.7560891365325417,0,9,5.5644355644355645,1.8980230279633667,0.9990009990009988,0.6146515742411993,41.44974719844217,0,0.0,0.0,0,0.0,0,0,0.0,42,18,0.9907024793388428,0.249231102753028,874,0.7282890461056196,17,48,2.823529411764706,5.647058823529412,11,0.1764705882352941,0.8339100346020761,32,1,0.0588235294117647,0.0,0.4117647058823529,6.587003003003003
pdc2024_01011110.xes,1000,966,0.966,13803,7,36,13.803,13.0,11,3.946921711916769,15.578191,11.0,16.0,5.0,13.303270453195813,1.3062610434418302,12.853035136361706,1.261254302008672,2.66332926172222,0.2859466573872903,6.869660864495275,0.0313793103448275,0.1210344827586206,0.0955172413793103,0.059655172413793,0.0227586206896551,0.0079310344827586,0.0037931034482758,0.0020689655172413,0.0,0.0006896551724137,1.0373826563809072,-0.3912202631046839,0.004,0.026,0.082,0.13,0.227,0.517,0.758,1.0351966873706004,0.2381852381884524,8.593294495068823,86.99317907421411,800,0.8281573498964804,0.9949923754718312,0.4186680831568116,17,325,1674,811.9411764705883,995.0,397.586168327917,158074.76124567474,490.0,1007.0,517.0,0.3451499756098483,-0.8633426165517433,8,1,980,125.0,1.5,323.17062057062054,104439.25,1.0,6.0,5.0,2.2674789942690725,3.14207825852478,0.0082815734989648,8,1,649,125.0,3.0,225.96681172242967,51061.0,1.75,88.25,86.5,1.539976558950343,0.7723190774321145,0.0082815734989648,9.89,10.974,11.017,12.741,12.768,2.041,2.091,3.911,1.698,0.97,3.911,2.551,2.001,5.07,4.601,4.304,50139.36028833535,0.7511371586545013,79986.63625521508,0.6078979751492813,40221.09325344497,0.3056800772199677,50837.99432720254,0.3863684642713317,0.305870599988247,0.6818482426422735,0,16,11.8001998001998,1.674883496042231,0.8549010939795552,0.3167965721956663,188.03619010961123,12,0.012,0.012,1,1.0,1,541,0.541,181,49,0.9999474900231043,0.1507360122023426,2693,0.8574688556621171,19,197,10.36842105263158,20.73684210526316,30,0.5760233918128655,0.4542936288088642,179,0,0.0,0.0,0.8947368421052632,15.917667667667668
pdc_2020_0111001.xes,1000,715,0.715,20930,5,112,20.93,16.0,6,15.430589748937011,238.1031,11.0,27.25,16.25,16.38006452709332,2.027113373541583,12.92191642398903,1.7175687561975377,4.272521973373016,0.7372474796434311,6.6734423275354775,0.0385046728971962,0.0278504672897196,0.0162616822429906,0.0058878504672897,0.002429906542056,0.0007476635514018,0.0009345794392523,0.0004672897196261,9.34579439252336e-05,0.0002803738317757,1.255393252587399,0.0601898391954756,0.029,0.163,0.291,0.356,0.428,0.642,0.821,1.3986013986013983,2.405529353486994,8.976136534963473,86.94690753531901,800,1.118881118881119,0.9514353472670268,0.2340484459614252,24,443,1444,872.0833333333334,730.0,333.2123843069996,111030.49305555556,667.75,1151.25,483.5,0.6477350636761436,-1.0976449010046545,9,1,504,111.11111111111111,4.0,203.41716547498285,41378.54320987655,1.0,5.0,4.0,1.3391413430998198,-0.2015540134878,0.0125874125874125,6,1,535,166.66666666666666,3.0,233.63694532805,54586.22222222222,2.25,342.75,340.5,0.7372281689221618,-1.4149320921985558,0.0083916083916083,8.857,12.146,12.612,15.439,15.631,1.959,2.193,4.484,1.233,0.753,4.484,2.45,1.824,4.988,4.562,4.276,78098.5249911695,0.653571961363454,119510.65784371068,0.5739322759032065,59776.333961722514,0.2870670115519491,75859.71786609082,0.3643050863396437,0.5206876456876457,1.25718093678522,0,24,11.503496503496503,4.785325320583121,0.5496176064737938,0.6246927321200657,136.95948463901553,19,0.019,0.019,1,1.0,1,755,0.755,434,72,0.9998591618172038,0.182571703855453,3656,0.8527529571092739,26,449,17.26923076923077,34.53846153846154,44,0.6907692307692308,0.3357988165680473,424,0,0.0,0.0,0.9230769230769232,28.85737737737738
pdc2022_1111000.xes,1000,79,0.079,4965,2,23,4.965,4.0,4,2.78204511106488,7.739775,4.0,6.0,2.0,4.368904814845338,1.643039957194341,3.882375197979271,2.014253534460236,6.188953597011276,0.5603313416042055,6.7752176966032485,0.290952380952381,0.0804761904761904,0.059047619047619,0.0271428571428571,0.0057142857142857,0.0061904761904761,0.0023809523809523,0.0019047619047619,0.0019047619047619,0.0004761904761904,2.2400933508591305,3.669914372320651,0.167,0.0,0.334,0.611,0.825,0.952,0.98,12.658227848101266,26.96171034462723,3.387443760628412,13.09508337586782,800,10.126582278481012,0.6325423637634805,0.423369673326934,13,167,1000,381.9230769230769,244.0,268.0595403259569,71855.91715976331,206.0,490.0,284.0,1.212558394227662,-0.0870482899947973,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.0126582278481012,5,167,215,200.0,206.0,16.87601848778319,284.8,205.0,207.0,2.0,-1.3265116989094272,0.059677203004671,0.0632911392405063,4.568,5.239,6.641,7.273,8.06,0.326,1.696,3.396,0.462,0.045,3.396,1.52,1.003,2.703,2.268,2.002,1057.6517440428224,0.7382415272098417,12186.579625696717,0.2884193638387016,5953.202329471493,0.1408942362341542,7611.685551666333,0.1801455020178666,0.6637977407208177,1.3847663929885048,0,8,4.370629370629371,1.5971679805012886,0.8802878893513335,0.644570841268485,37.4621848117182,0,0.0,0.0,0,0.0,0,163,0.163,33,17,0.9972760775516744,0.1810061210004414,846,0.7292012840638509,15,39,2.6,5.2,12,0.1857142857142857,0.8266666666666667,25,1,0.0666666666666666,0.0,0.4,6.332852852852853
